Relation,Genre,Datasource,Itemid,SemClass,Arg1_RawText,Arg2_RawText
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_38,The_Tin_Drum_DE_EN_batch_07_item_12,arg2-as-detail,"To lose weight, Oskar would often throw up a gulden's worth of cakes from Schemer's bakery into our toilet, and that was a lot of money back then. I had to pay for Gretchen's lessons with a different coin.","Since she loved to sew and knit things for children, she turned me into a doll she could dress and undress. I was obliged to try on and put up with all sorts of little smocks, bonnets, pants, and coats with and without hoods in a wide variety of styles, colors, and materials."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_13,arg2-as-detail,"The attic offered, aside from occasional duets with the drunken Herr Meyn, a view, a vista, and that lovely but deceptive feeling of freedom all tower climbers seek, which makes dreamers of all who dwell in garrets. While the courtyard was fraught with perils for Oskar, the attic offered him security, till Axel Mischke and his gang drove him from there as well.","The courtyard ran the full length of the building but measured only seven paces in depth, and was separated from three other courtyards by a tarred wooden fence sprouting barbed wire from its top. The attic offered a good overview of this labyrinth : the buildings on Labesweg, the two cross streets Hertastraße and Luisenstraße, and Marienstraße in the far distance formed an extensive quadrangle of courtyards that included a cough- drop factory and several small repair shops."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_14,conjunction,"While the courtyard was fraught with perils for Oskar, the attic offered him security, till Axel Mischke and his gang drove him from there as well. The courtyard ran the full length of the building but measured only seven paces in depth, and was separated from three other courtyards by a tarred wooden fence sprouting barbed wire from its top.","The attic offered a good overview of this labyrinth : the buildings on Labesweg, the two cross streets Hertastraße and Luisenstraße, and Marienstraße in the far distance formed an extensive quadrangle of courtyards that included a cough- drop factory and several small repair shops. Trees and bushes emerged here and there from the courtyards and advertised the season. Otherwise the courtyards indeed differed in size, but as far as rabbits and carpet beatings were concerned they all came from the same litter."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_15,conjunction,"Trees and bushes emerged here and there from the courtyards and advertised the season. Otherwise the courtyards indeed differed in size, but as far as rabbits and carpet beatings were concerned they all came from the same litter.","While there were rabbits throughout the year, carpets were, according to house rules, beaten only on Tuesdays and Fridays. On such days the size of the courtyard complex was confirmed."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_16,result,"Otherwise the courtyards indeed differed in size, but as far as rabbits and carpet beatings were concerned they all came from the same litter. While there were rabbits throughout the year, carpets were, according to house rules, beaten only on Tuesdays and Fridays.","On such days the size of the courtyard complex was confirmed. Looking down from the attic, Oskar could see and hear it : over one hundred carpets, runners, and bedside rugs were rubbed with sauerkraut, brushed, beaten, and finally forced to show their patterns."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_17,arg2-as-instance,"While there were rabbits throughout the year, carpets were, according to house rules, beaten only on Tuesdays and Fridays. On such days the size of the courtyard complex was confirmed.","Looking down from the attic, Oskar could see and hear it : over one hundred carpets, runners, and bedside rugs were rubbed with sauerkraut, brushed, beaten, and finally forced to show their patterns. One hundred women carried carpet corpses from the houses, lifting their naked round arms as they did so, their hair and hairdos protected by short knotted kerchiefs, threw the carpets over the racks, grabbed the plaited carpet beaters, and blasted the narrow courtyards with a barrage of dry blows."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_39,The_Tin_Drum_DE_EN_batch_07_item_18,result,"One hundred women carried carpet corpses from the houses, lifting their naked round arms as they did so, their hair and hairdos protected by short knotted kerchiefs, threw the carpets over the racks, grabbed the plaited carpet beaters, and blasted the narrow courtyards with a barrage of dry blows. Oskar hated this single- minded hymn to cleanliness.","He battled the din with his drum, yet had to admit, even in the attic, which provided a certain distance, that he was powerless against the housewives. A hundred carpet- beating women could storm the heavens, could blunt the wingtips of young swallows, could bring down with a few blows the little temple Oskar had drummed up in the April air."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_07_item_19,synchronous,"One day when the children, as children do, were making soup next to his shed, Nuchi Eyke asked old man Heilandt to spit in the soup three times. The old man did so, bringing it up from his depths, then disappeared into his shanty and started pounding nails again, while Axel Mischke added a further ingredient, some pulverized brick.",Oskar regarded this culinary experiment with curiosity but stood off to one side. Axel Mischke and Harry Schlager had erected a sort of tent out of blankets and rags so no grownups could peek into the soup.
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_07_item_20,precedence,Oskar regarded this culinary experiment with curiosity but stood off to one side. Axel Mischke and Harry Schlager had erected a sort of tent out of blankets and rags so no grownups could peek into the soup.,"As the brick gruel came to a boil, little Hans Kollin emptied his pockets and contributed two live frogs he 'd caught at Aktien Pond to the soup. Susi Kater, the only girl in the tent, puckered her mouth in disappointment and bitterness as the frogs sank silently into the soup, unheralded and unsung, without the slightest attempt at a last jump."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_08_item_01,result,"Axel Mischke and Harry Schlager had erected a sort of tent out of blankets and rags so no grownups could peek into the soup. As the brick gruel came to a boil, little Hans Kollin emptied his pockets and contributed two live frogs he 'd caught at Aktien Pond to the soup.","Susi Kater, the only girl in the tent, puckered her mouth in disappointment and bitterness as the frogs sank silently into the soup, unheralded and unsung, without the slightest attempt at a last jump. Nuchi Eyke was the first to unbutton his trousers and, undeterred by Susi's presence, pee into the hotpot. Axel, Harry, and little Hans Kollin followed suit."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_08_item_02,precedence,"Nuchi Eyke was the first to unbutton his trousers and, undeterred by Susi's presence, pee into the hotpot. Axel, Harry, and little Hans Kollin followed suit.","When Little Cheese tried to show the ten- year- olds what he could do, nothing came forth. Now all eyes turned to Susi, and Axel Mischke handed her a Persil- blue enamel cook pot with a battered rim."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_08_item_03,precedence,"Axel, Harry, and little Hans Kollin followed suit. When Little Cheese tried to show the ten- year- olds what he could do, nothing came forth.","Now all eyes turned to Susi, and Axel Mischke handed her a Persil- blue enamel cook pot with a battered rim. Oskar was ready to leave by now."
implicit ,novel,The_Tin_Drum_DE_EN_paragraph_40,The_Tin_Drum_DE_EN_batch_08_item_04,conjunction,"When Little Cheese tried to show the ten- year- olds what he could do, nothing came forth. Now all eyes turned to Susi, and Axel Mischke handed her a Persil- blue enamel cook pot with a battered rim.","Oskar was ready to leave by now. But he waited till Susi, who apparently had no panties on, squatted down, wrapped her arms around her knees, shoved the pot under her, gazed blankly into space, then wrinkled her nose as the pot announced with a metallic tinkle that she too had a little something to spare for the soup."
