itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_15	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0; succession:0.3; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	succession;arg2-as-detail;conjunction	conjunction	The nerve of him! But then it struck Mr. Dursley that this was probably some silly stunt these people were obviously collecting for something... yes, that would be it. The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills.	Mr. Dursley always sat with his back to the window in his office on the ninth floor. If he hadn't, he might have found it harder to concentrate on drills that morning.	The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills.	Mr. Dursley always sat with his back to the window in his office on the ninth floor.
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_16	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.2; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0.1; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;reason;arg2-as-detail	result	The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills. Mr. Dursley always sat with his back to the window in his office on the ninth floor.	If he hadn't, he might have found it harder to concentrate on drills that morning. He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead.	Mr. Dursley always sat with his back to the window in his office on the ninth floor.	If he hadn't, he might have found it harder to concentrate on drills that morning.
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_17	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.2	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	contrast;conjunction;result	result	Mr. Dursley always sat with his back to the window in his office on the ninth floor. If he hadn't, he might have found it harder to concentrate on drills that morning.	He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead. Most of them had never seen an owl even at nighttime.	If he hadn't, he might have found it harder to concentrate on drills that morning.	He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead.
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_18	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	If he hadn't, he might have found it harder to concentrate on drills that morning. He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead.	Most of them had never seen an owl even at nighttime. Mr. Dursley, however, had a perfectly normal, owl-free morning.	He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead.	Most of them had never seen an owl even at nighttime.
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_19	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.2	synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg1-as-denier	result;conjunction;arg1-as-denier	arg1-as-denier	Most of them had never seen an owl even at nighttime. Mr. Dursley, however, had a perfectly normal, owl-free morning.	He yelled at five different people. He made several important telephone calls and shouted a bit more. He was in a very good mood until lunchtime, when he thought he'd stretch his legs and walk across the road to buy himself a bun from the bakery. He'd forgotten all about the people in cloaks until he passed a group of them next to the baker's.	Mr. Dursley, however, had a perfectly normal, owl-free morning.	He yelled at five different people.
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_20	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0.1; succession:0.2; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	arg2-as-detail;result;succession	result	He made several important telephone calls and shouted a bit more. He was in a very good mood until lunchtime, when he thought he'd stretch his legs and walk across the road to buy himself a bun from the bakery. He'd forgotten all about the people in cloaks until he passed a group of them next to the baker's.	He eyed them angrily as he passed. He didn't know why, but they made him uneasy.	He'd forgotten all about the people in cloaks until he passed a group of them next to the baker's.	He eyed them angrily as he passed.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_01	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.4; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason;arg2-as-detail	reason	He eyed them angrily as he passed. He didn't know why, but they made him uneasy.	This bunch were whispering excitedly, too, and he couldn't see a single collecting tin. It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.	He didn't know why, but they made him uneasy.	This bunch were whispering excitedly, too, and he couldn't see a single collecting tin.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_02	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.2; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;precedence;arg2-as-detail	conjunction	He didn't know why, but they made him uneasy. This bunch were whispering excitedly, too, and he couldn't see a single collecting tin.	It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying. The Potters, that's right, that's what I heard    yes, their son, Harry  Mr. Dursley stopped dead.	This bunch were whispering excitedly, too, and he couldn't see a single collecting tin.	It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0.1; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-instance;arg2-as-detail	arg2-as-detail	This bunch were whispering excitedly, too, and he couldn't see a single collecting tin. It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.	The Potters, that's right, that's what I heard    yes, their son, Harry  Mr. Dursley stopped dead. Fear flooded him. He looked back at the whisperers as if he wanted to say something to them, but thought better of it. He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.4; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0.1; differentcon:0; norel:0	precedence	precedence;result	precedence	Fear flooded him. He looked back at the whisperers as if he wanted to say something to them, but thought better of it. He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid. Potter wasn't such an unusual name.	He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind. He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name. He was sure there were lots of people called Potter who had a son called Harry.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name.
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	Harry_Potter_and_the_Philospher_Stone_EN_paragraph_01	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid. Potter wasn't such an unusual name.	He was sure there were lots of people called Potter who had a son called Harry. Come to think of it, he wasn't even sure his nephew was called Harry.	Potter wasn't such an unusual name.	He was sure there were lots of people called Potter who had a son called Harry.
