itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_09_item_16	europarl-original-en-ep-00-02-14.txt	europarl	NA	English	<SPEAKER ID=53 NAME=\"De Rossa\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;conjunction	reason	Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area.	It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.	Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area.	It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.
original_en_batch_10_item_04	europarl-original-en-ep-00-02-14.txt	europarl	NA	English	<SPEAKER ID=82 NAME=\"Parish\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.4; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;reason	arg2-as-detail;reason	Mr President, I want to refer to the Commission proposals on the budget line to promote the CAP.	On 26 October 1999 the European Commission adopted a proposal to ensure that a legal basis is given to the budget line informing the public about the CAP. This proposal will remove the current budget line B2- 5122 and create a new budget heading B1- 382.	Mr President, I want to refer to the Commission proposals on the budget line to promote the CAP.	On 26 October 1999 the European Commission adopted a proposal to ensure that a legal basis is given to the budget line informing the public about the CAP.
original_en_batch_10_item_05	europarl-original-en-ep-00-02-14.txt	europarl	NA	English	<SPEAKER ID=82 NAME=\"Parish\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0.1; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;arg2-as-detail	result;arg2-as-detail	Mr President, I want to refer to the Commission proposals on the budget line to promote the CAP. On 26 October 1999 the European Commission adopted a proposal to ensure that a legal basis is given to the budget line informing the public about the CAP.	This proposal will remove the current budget line B2- 5122 and create a new budget heading B1- 382.	On 26 October 1999 the European Commission adopted a proposal to ensure that a legal basis is given to the budget line informing the public about the CAP.	This proposal will remove the current budget line B2- 5122 and create a new budget heading B1- 382.
original_en_batch_10_item_18	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=26 NAME=\"Elles\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;result	conjunction	But how are we to succeed when the resources available are limited and the credibility of our institutions is not very high? We need to match this vision with reality.	Here there are three elements I would like to contribute.	We need to match this vision with reality.	Here there are three elements I would like to contribute.
original_en_batch_10_item_19	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=28 NAME=\"Clegg\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-instance;conjunction	arg2-as-instance	Madam President, Mr President of the Commission, the greatest legacy which your Commission could pass on to the European Union would be to help resettle and redistribute the increasingly jumbled and confused powers and competences of the Commission, and perhaps of the Union itself.	You have made a bold start by rightly emphasising the need to focus on so- called \" core tasks\". That, as you have said yourself today, means that you must also identify tasks, policies and programmes which are peripheral or irrelevant to the Commission's main vocation.	Madam President, Mr President of the Commission, the greatest legacy which your Commission could pass on to the European Union would be to help resettle and redistribute the increasingly jumbled and confused powers and competences of the Commission, and perhaps of the Union itself.	You have made a bold start by rightly emphasising the need to focus on so- called \" core tasks\".
original_en_batch_11_item_08	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=60 NAME=\"Cushnahan\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;arg2-as-detail	reason	Madam President, the Commission was correct to make food safety one of its top priorities.	The recent dioxin scare in Belgium, prior to that the BSE crisis in Britain, and the continuing controversy over the safety of genetically- modified foods, have all contributed to undermining consumer confidence in the safety of the food they eat.	Madam President, the Commission was correct to make food safety one of its top priorities.	The recent dioxin scare in Belgium, prior to that the BSE crisis in Britain, and the continuing controversy over the safety of genetically- modified foods, have all contributed to undermining consumer confidence in the safety of the food they eat.
original_en_batch_11_item_09	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=61 NAME=\"Hughes\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail;similarity	conjunction	Madam President, the presentation by President Prodi today has necessarily been a fairly broad brush affair. We will be looking for the detail year by year, for example in the social action programme to be unveiled this year. We will also be looking at this from the perspective of social and employment policy, and will be applying a number of tests.	We will be looking at the extent to which we can create an equilateral policy triangle combining economic policy, employment policy and social policy.	We will also be looking at this from the perspective of social and employment policy, and will be applying a number of tests.	We will be looking at the extent to which we can create an equilateral policy triangle combining economic policy, employment policy and social policy.
original_en_batch_11_item_10	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=70 NAME=\"Banotti\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0.3; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, first of all let me say that I am in full support of a statute for assistants.	Yesterday when I arrived in Parliament I was handed a document relating to a proposed demonstration by the assistants outside the doors of Parliament. As all colleagues will know- and many of you have approached me over the last six months- all exhibitions and such like are filtered first of all through the Comart committee of Parliament.	Mr President, first of all let me say that I am in full support of a statute for assistants.	Yesterday when I arrived in Parliament I was handed a document relating to a proposed demonstration by the assistants outside the doors of Parliament.
original_en_batch_11_item_11	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=70 NAME=\"Banotti\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg1-as-denier;arg2-as-detail	arg2-as-detail	Mr President, first of all let me say that I am in full support of a statute for assistants. Yesterday when I arrived in Parliament I was handed a document relating to a proposed demonstration by the assistants outside the doors of Parliament.	As all colleagues will know- and many of you have approached me over the last six months- all exhibitions and such like are filtered first of all through the Comart committee of Parliament. To give a non- contentious example, no commercial exhibitions can be held here in Parliament for obvious reasons.	Yesterday when I arrived in Parliament I was handed a document relating to a proposed demonstration by the assistants outside the doors of Parliament.	As all colleagues will know- and many of you have approached me over the last six months- all exhibitions and such like are filtered first of all through the Comart committee of Parliament.
original_en_batch_11_item_18	europarl-original-en-ep-00-02-15.txt	europarl	NA	English	<SPEAKER ID=109 NAME=\"Nicholson\">	NA	10	0.2	synchronous:0; precedence:0; succession:0; reason:0.2; result:0.2; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.2; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	arg2-as-goal;result;reason	result	Mr President, I would like to congratulate the rapporteur on his report.	This is an issue that we will no doubt be reconsidering on a number of occasions in the future. What has happened in recent years has brought to our attention the tremendous problems facing not only to the producers of food but also the consumers.	Mr President, I would like to congratulate the rapporteur on his report.	This is an issue that we will no doubt be reconsidering on a number of occasions in the future.
